Data from Reflection__21__16-37-52-032.txt Node

Date: Wed Jul 02 16:37:52 BST 2025
User: Jamie
Spectrometer: HDX00312
Trigger mode: 0
Integration Time (sec): 6.900000E-2
Scans to average: 10
Nonlinearity correction enabled: true
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
196.211	39.24074
196.582	98.95835
196.954	60.29432
197.325	100
197.696	50.43721
198.067	47.96233
198.438	43.61161
198.809	35.53918
199.18	32.22021
199.551	34.53664
199.922	38.5919
200.293	32.18562
200.663	35.08771
201.034	31.80736
201.404	34.33906
201.774	35.04555
202.144	35.4495
202.515	37.87157
202.885	36.07992
203.255	34.38124
203.625	32.62908
203.994	36.75536
204.364	34.2797
204.734	35.02498
205.103	32.3931
205.473	37.96947
205.842	35.43584
206.212	34.5098
206.581	35.47812
206.95	34.9134
207.319	35.42298
207.688	37.11293
208.057	34.56173
208.426	36.23054
208.795	33.48768
209.163	32.64896
209.532	36.65604
209.9	36.00364
210.269	32.92399
210.637	33.93444
211.005	35.61022
211.374	33.25609
211.742	32.1507
212.11	35.1584
212.478	33.5229
212.846	32.78736
213.213	30.61878
213.581	33.22854
213.949	33.17452
214.316	32.84301
214.684	29.99139
215.051	32.38596
215.418	29.172
215.786	30.88503
216.153	32.24058
216.52	32.93785
216.887	31.11646
217.254	31.60676
217.62	30.97247
217.987	30.44768
218.354	29.63276
218.72	29.94986
219.087	29.27732
219.453	28.46158
219.819	29.96021
220.186	28.27543
220.552	26.77712
220.918	26.37281
221.284	25.06469
221.65	26.71531
222.016	26.34197
222.381	23.6573
222.747	23.90871
223.113	23.5654
223.478	22.40232
223.844	21.74891
224.209	21.70176
224.574	22.20825
224.939	21.30123
225.304	20.97761
225.669	20.27962
226.034	20.38612
226.399	19.86014
226.764	20.38857
227.129	20.26033
227.493	19.49106
227.858	19.32233
228.222	19.42182
228.587	18.90639
228.951	18.92211
229.315	18.74654
229.679	18.65976
230.043	18.50425
230.407	17.89823
230.771	18.36043
231.135	17.97123
231.499	17.86685
231.862	17.57349
232.226	17.50542
232.589	17.28418
232.953	17.15855
233.316	17.25973
233.679	17.15305
234.042	16.77914
234.405	16.87572
234.768	16.74023
235.131	16.71607
235.494	16.77636
235.857	16.81576
236.22	16.54406
236.582	16.39532
236.945	16.4629
237.307	16.41768
237.669	16.42511
238.032	16.15648
238.394	16.1516
238.756	16.10088
239.118	15.9368
239.48	15.96069
239.842	15.74634
240.204	15.86891
240.565	15.81896
240.927	15.77525
241.288	15.54359
241.65	15.69019
242.011	15.61104
242.373	15.5468
242.734	15.38576
243.095	15.34534
243.456	15.33066
243.817	15.25993
244.178	15.19023
244.539	15.25694
244.899	15.17794
245.26	15.16419
245.621	15.07827
245.981	15.0565
246.341	14.94044
246.702	14.97034
247.062	14.92936
247.422	14.87088
247.782	14.88182
248.142	14.78106
248.502	14.77529
248.862	14.76267
249.222	14.64154
249.582	14.58624
249.941	14.59646
250.301	14.56567
250.66	14.47249
251.02	14.44299
251.379	14.45399
251.738	14.41779
252.097	14.28793
252.456	14.34748
252.815	14.32829
253.174	14.34108
253.533	14.27943
253.892	14.13283
254.25	14.31225
254.609	14.24945
254.967	14.13067
255.326	14.08003
255.684	14.11835
256.042	14.16441
256.4	14.03762
256.759	14.01
257.117	13.94034
257.474	13.93949
257.832	13.9674
258.19	14.00477
258.548	13.99126
258.905	13.95114
259.263	13.87725
259.62	13.88414
259.978	13.80759
260.335	13.9166
260.692	13.86456
261.049	13.798
261.406	13.81519
261.763	13.87132
262.12	13.80903
262.477	13.79373
262.834	13.80905
263.19	13.83768
263.547	13.80674
263.904	13.76075
264.26	13.77478
264.616	13.73591
264.973	13.72586
265.329	13.64887
265.685	13.67665
266.041	13.60411
266.397	13.6085
266.753	13.71639
267.108	13.65181
267.464	13.59826
267.82	13.6187
